state_component, stat, schedule, label_scheme, N, result
all, roc.v2_ca10, 1, b, 128570, 0.0000000
all, roc.v2_ca20, 1, b, 128570, 0.0000000
goal.food, acc, 2, a, 8919, 0.7941473
goal.food, l2, 2, a, 8919, 0.3378455
goal.food, l2.binary, 2, a, 8919, 0.4323216
goal.food, avgp, 2, a, 8919, 0.7344281
goal.food, neglogp, 2, a, 8919, 1.2940969
goal.food, mrr, 2, a, 8919, 0.8291822
goal.food, update.acc, 2, a, 8919, 0.4785215
goal.food, update.prec, 2, a, 8919, 0.6470059
goal.food, roc.v1_eer, 2, a, 8919, 0.1973315
goal.food, roc.v1_ca05, 2, a, 8919, 0.2890459
goal.food, roc.v1_ca10, 2, a, 8919, 0.6999664
goal.food, roc.v1_ca20, 2, a, 8919, 0.7934746
goal.food, roc.v2_ca05, 2, a, 8919, 0.0001412
goal.food, roc.v2_ca10, 2, a, 8919, 0.0001412
goal.food, roc.v2_ca20, 2, a, 8919, 0.0786390
goal.pricerange, acc, 2, a, 6708, 0.8531604
goal.pricerange, l2, 2, a, 6708, 0.2770793
goal.pricerange, l2.binary, 2, a, 6708, 0.2888956
goal.pricerange, avgp, 2, a, 6708, 0.8265422
goal.pricerange, neglogp, 2, a, 6708, 1.0527753
goal.pricerange, mrr, 2, a, 6708, 0.8784586
goal.pricerange, update.acc, 2, a, 6708, 0.5206515
goal.pricerange, update.prec, 2, a, 6708, 0.7823427
goal.pricerange, roc.v1_eer, 2, a, 6708, 0.2167561
goal.pricerange, roc.v1_ca05, 2, a, 6708, 0.0001491
goal.pricerange, roc.v1_ca10, 2, a, 6708, 0.6697973
goal.pricerange, roc.v1_ca20, 2, a, 6708, 0.8531604
goal.pricerange, roc.v2_ca05, 2, a, 6708, 0.0001747
goal.pricerange, roc.v2_ca10, 2, a, 6708, 0.0001747
goal.pricerange, roc.v2_ca20, 2, a, 6708, 0.0001747
goal.name, acc, 2, a, 362, 0.9613260
goal.name, l2, 2, a, 362, 0.0773481
goal.name, l2.binary, 2, a, 362, 0.0773481
goal.name, avgp, 2, a, 362, 0.9613260
goal.name, neglogp, 2, a, 362, 0.3562010
goal.name, mrr, 2, a, 362, 0.9613260
goal.name, update.acc, 2, a, 362, 0.0000000
goal.name, update.prec, 2, a, 362, -
goal.name, roc.v1_eer, 2, a, 362, 0.9585635
goal.name, roc.v1_ca05, 2, a, 362, 0.9613260
goal.name, roc.v1_ca10, 2, a, 362, 0.9613260
goal.name, roc.v1_ca20, 2, a, 362, 0.9613260
goal.name, roc.v2_ca05, 2, a, 362, 0.0028736
goal.name, roc.v2_ca10, 2, a, 362, 0.0028736
goal.name, roc.v2_ca20, 2, a, 362, 0.0028736
goal.area, acc, 2, a, 8375, 0.8563582
goal.area, l2, 2, a, 8375, 0.2514883
goal.area, l2.binary, 2, a, 8375, 0.2693742
goal.area, avgp, 2, a, 8375, 0.8321428
goal.area, neglogp, 2, a, 8375, 0.8548029
goal.area, mrr, 2, a, 8375, 0.8918519
goal.area, update.acc, 2, a, 8375, 0.5141326
goal.area, update.prec, 2, a, 8375, 0.7445307
goal.area, roc.v1_eer, 2, a, 8375, 0.1771940
goal.area, roc.v1_ca05, 2, a, 8375, 0.0000000
goal.area, roc.v1_ca10, 2, a, 8375, 0.8063284
goal.area, roc.v1_ca20, 2, a, 8375, 0.8563582
goal.area, roc.v2_ca05, 2, a, 8375, 0.0000000
goal.area, roc.v2_ca10, 2, a, 8375, 0.0000000
goal.area, roc.v2_ca20, 2, a, 8375, 0.0000000
goal.all, acc, 2, a, 24364, 0.8342637
goal.all, l2, 2, a, 24364, 0.2875598
goal.all, l2.binary, 2, a, 24364, 0.3315464
goal.all, avgp, 2, a, 24364, 0.7967495
goal.all, neglogp, 2, a, 24364, 1.0627149
goal.all, mrr, 2, a, 24364, 0.8662549
goal.all, update.acc, 2, a, 24364, 0.8357059
goal.all, update.prec, 2, a, 24364, 0.8385166
goal.all, roc.v1_eer, 2, a, 24364, 0.1920046
goal.all, roc.v1_ca05, 2, a, 24364, 0.0000410
goal.all, roc.v1_ca10, 2, a, 24364, 0.7519291
goal.all, roc.v1_ca20, 2, a, 24364, 0.8342637
goal.all, roc.v2_ca05, 2, a, 24364, 0.0000492
goal.all, roc.v2_ca10, 2, a, 24364, 0.0000492
goal.all, roc.v2_ca20, 2, a, 24364, 0.0000492
goal.joint, acc, 2, a, 9689, 0.6214264
goal.joint, l2, 2, a, 9689, 0.6187310
goal.joint, l2.binary, 2, a, 9689, 0.7732760
goal.joint, avgp, 2, a, 9689, 0.5501279
goal.joint, neglogp, 2, a, 9689, 2.7168500
goal.joint, mrr, 2, a, 9689, 0.6760050
goal.joint, update.acc, 2, a, 9689, 0.4116086
goal.joint, update.prec, 2, a, 9689, 0.5656615
goal.joint, roc.v1_eer, 2, a, 9689, 0.3391475
