state_component, stat, schedule, label_scheme, N, result
goal.joint, roc.v1_eer, 1, b, 9890, 0.3878665
goal.joint, roc.v1_ca05, 1, b, 9890, 0.0442872
goal.joint, roc.v1_ca10, 1, b, 9890, 0.0949444
goal.joint, roc.v1_ca20, 1, b, 9890, 0.2381193
goal.joint, roc.v2_ca05, 1, b, 9890, 0.0560993
goal.joint, roc.v2_ca10, 1, b, 9890, 0.1198377
goal.joint, roc.v2_ca20, 1, b, 9890, 0.2807353
goal.joint_independent, acc, 1, b, 9890, 0.4235592
goal.joint_independent, l2, 1, b, 9890, 0.8855459
goal.joint_independent, l2.binary, 1, b, 9890, 1.1664857
goal.joint_independent, avgp, 1, b, 9890, 0.3508830
goal.joint_independent, neglogp, 1, b, 9890, 4.1285233
goal.joint_independent, mrr, 1, b, 9890, 0.5235755
goal.joint_independent, update.acc, 1, b, 9890, 0.1677149
goal.joint_independent, update.prec, 1, b, 9890, 0.2904564
goal.joint_independent, roc.v1_eer, 1, b, 9890, 0.3878665
goal.joint_independent, roc.v1_ca05, 1, b, 9890, 0.0442872
goal.joint_independent, roc.v1_ca10, 1, b, 9890, 0.0949444
goal.joint_independent, roc.v1_ca20, 1, b, 9890, 0.2381193
goal.joint_independent, roc.v2_ca05, 1, b, 9890, 0.0560993
goal.joint_independent, roc.v2_ca10, 1, b, 9890, 0.1198377
goal.joint_independent, roc.v2_ca20, 1, b, 9890, 0.2807353
method, acc, 1, b, 9890, 0.5995956
method, l2, 1, b, 9890, 0.7417063
method, l2.binary, 1, b, 9890, 0.7819008
method, avgp, 1, b, 9890, 0.5875088
method, neglogp, 1, b, 9890, 2.4609616
method, mrr, 1, b, 9890, 0.7243377
method, update.acc, 1, b, 9890, 0.4240581
method, update.prec, 1, b, 9890, 0.9122527
method, roc.v1_eer, 1, b, 9890, 0.3043478
method, roc.v1_ca05, 1, b, 9890, 0.3573306
method, roc.v1_ca10, 1, b, 9890, 0.4106168
method, roc.v1_ca20, 1, b, 9890, 0.4816987
method, roc.v2_ca05, 1, b, 9890, 0.4890388
method, roc.v2_ca10, 1, b, 9890, 0.5723440
method, roc.v2_ca20, 1, b, 9890, 0.6551433
all, acc, 1, b, 128570, 0.8972622
all, l2, 1, b, 128570, 0.1841152
all, l2.binary, 1, b, 128570, 0.2018780
all, avgp, 1, b, 128570, 0.8854702
all, neglogp, 1, b, 128570, 0.5975018
all, mrr, 1, b, 128570, 0.9264765
all, update.acc, 1, b, 128570, 0.7817919
all, update.prec, 1, b, 128570, 0.8164231
all, roc.v1_eer, 1, b, 128570, 0.1229214
all, roc.v1_ca05, 1, b, 128570, 0.8108579
all, roc.v1_ca10, 1, b, 128570, 0.8968111
all, roc.v1_ca20, 1, b, 128570, 0.8972622
all, roc.v2_ca05, 1, b, 128570, 0.7172961
all, roc.v2_ca10, 1, b, 128570, 0.7532528
all, roc.v2_ca20, 1, b, 128570, 0.8093030
goal.food, acc, 2, a, 8919, 0.8161229
goal.food, l2, 2, a, 8919, 0.2778699
goal.food, l2.binary, 2, a, 8919, 0.3942861
goal.food, avgp, 2, a, 8919, 0.7512757
goal.food, neglogp, 2, a, 8919, 0.9704394
goal.food, mrr, 2, a, 8919, 0.8557244
goal.food, update.acc, 2, a, 8919, 0.5010526
goal.food, update.prec, 2, a, 8919, 0.6908563
goal.food, roc.v1_eer, 2, a, 8919, 0.1448593
goal.food, roc.v1_ca05, 2, a, 8919, 0.6749636
goal.food, roc.v1_ca10, 2, a, 8919, 0.7797959
goal.food, roc.v1_ca20, 2, a, 8919, 0.8161229
goal.food, roc.v2_ca05, 2, a, 8919, 0.4155791
goal.food, roc.v2_ca10, 2, a, 8919, 0.5677978
goal.food, roc.v2_ca20, 2, a, 8919, 0.7418601
goal.pricerange, acc, 2, a, 6708, 0.8959451
goal.pricerange, l2, 2, a, 6708, 0.1714209
goal.pricerange, l2.binary, 2, a, 6708, 0.1899101
goal.pricerange, avgp, 2, a, 6708, 0.8391934
goal.pricerange, neglogp, 2, a, 6708, 0.3819804
goal.pricerange, mrr, 2, a, 6708, 0.9401188
goal.pricerange, update.acc, 2, a, 6708, 0.6088117
goal.pricerange, update.prec, 2, a, 6708, 0.8571429
goal.pricerange, roc.v1_eer, 2, a, 6708, 0.1261181
goal.pricerange, roc.v1_ca05, 2, a, 6708, 0.7859273
goal.pricerange, roc.v1_ca10, 2, a, 6708, 0.8917710
goal.pricerange, roc.v1_ca20, 2, a, 6708, 0.8959451
goal.pricerange, roc.v2_ca05, 2, a, 6708, 0.2397671
goal.pricerange, roc.v2_ca10, 2, a, 6708, 0.3442596
goal.pricerange, roc.v2_ca20, 2, a, 6708, 0.5206323
goal.name, acc, 2, a, 362, 0.9613260
goal.name, l2, 2, a, 362, 0.0766983
goal.name, l2.binary, 2, a, 362, 0.0789338
goal.name, avgp, 2, a, 362, 0.9394226
goal.name, neglogp, 2, a, 362, 0.3785142
goal.name, mrr, 2, a, 362, 0.9628127
goal.name, update.acc, 2, a, 362, 0.0000000
goal.name, update.prec, 2, a, 362, -
goal.name, roc.v1_eer, 2, a, 362, 0.0718232
goal.name, roc.v1_ca05, 2, a, 362, 0.9613260
goal.name, roc.v1_ca10, 2, a, 362, 0.9613260
goal.name, roc.v1_ca20, 2, a, 362, 0.9613260
goal.name, roc.v2_ca05, 2, a, 362, 0.2270115
goal.name, roc.v2_ca10, 2, a, 362, 0.2500000
goal.name, roc.v2_ca20, 2, a, 362, 0.2500000
goal.area, acc, 2, a, 8375, 0.8906269
goal.area, l2, 2, a, 8375, 0.1753616
goal.area, l2.binary, 2, a, 8375, 0.2017574
goal.area, avgp, 2, a, 8375, 0.8499535
goal.area, neglogp, 2, a, 8375, 0.4265651
goal.area, mrr, 2, a, 8375, 0.9324281
goal.area, update.acc, 2, a, 8375, 0.5867998
goal.area, update.prec, 2, a, 8375, 0.7996977
goal.area, roc.v1_eer, 2, a, 8375, 0.1201194
goal.area, roc.v1_ca05, 2, a, 8375, 0.8027463
goal.area, roc.v1_ca10, 2, a, 8375, 0.8851343
goal.area, roc.v1_ca20, 2, a, 8375, 0.8906269
goal.area, roc.v2_ca05, 2, a, 8375, 0.3055369
goal.area, roc.v2_ca10, 2, a, 8375, 0.4690977
goal.area, roc.v2_ca20, 2, a, 8375, 0.6924521
goal.all, acc, 2, a, 24364, 0.8658677
goal.all, l2, 2, a, 24364, 0.2103362
goal.all, l2.binary, 2, a, 24364, 0.2671502
goal.all, avgp, 2, a, 24364, 0.8121970
goal.all, neglogp, 2, a, 24364, 0.6126735
goal.all, mrr, 2, a, 24364, 0.9069178
goal.all, update.acc, 2, a, 24364, 0.8672949
goal.all, update.prec, 2, a, 24364, 0.8704085
goal.all, roc.v1_eer, 2, a, 24364, 0.1293712
goal.all, roc.v1_ca05, 2, a, 24364, 0.7557051
goal.all, roc.v1_ca10, 2, a, 24364, 0.8506813
goal.all, roc.v1_ca20, 2, a, 24364, 0.8658677
goal.all, roc.v2_ca05, 2, a, 24364, 0.3073094
goal.all, roc.v2_ca10, 2, a, 24364, 0.4725066
goal.all, roc.v2_ca20, 2, a, 24364, 0.6801289
goal.joint, acc, 2, a, 9689, 0.6795335
goal.joint, l2, 2, a, 9689, 0.4684101
goal.joint, l2.binary, 2, a, 9689, 0.6755177
goal.joint, avgp, 2, a, 9689, 0.5588471
goal.joint, neglogp, 2, a, 9689, 1.7494072
goal.joint, mrr, 2, a, 9689, 0.7643896
goal.joint, update.acc, 2, a, 9689, 0.4605515
goal.joint, update.prec, 2, a, 9689, 0.6250000
goal.joint, roc.v1_eer, 2, a, 9689, 0.2464651
